,CCC Course,CCC Description,UCSC Course Code,UCSC Course Title,UCSC Description
555,PSYC 15 Statistics and Research Methods in Social Science,"This course examines elementary statistics including measures of central tendency, variability, probability, correlation, tests of significance, and hypothesis testing. Faculty Requirements Course Family Not Applicable Course Justification This course is transferable to both the UC and the CSU systems, along with private universities. It meets a general education for De Anza and Cal-GETC. It belongs on the Liberal Arts AA degree. This course provides students with a comprehensive understanding of statistics in the Social Sciences and is designed to give students a strong conceptual and computational experience in the application of statistics for psychologists, sociologists, and the broader social sciences fields. Foothill Equivalency Does the course have a Foothill equivalent? Yes Foothill Course ID SOC F007. Course Philosophy Formerly Statement Course Development Options Basic Skill Status (CB08) Course is not a basic skills course. Grade Options Letter Grade Pass/No Pass Repeat Limit 0 Transferability & Gen. Ed. Options Transferability Transferable to both UC and CSU De Anza GE Area(s) Status Details 2G2X De Anza GE Area 2 - Mathematical Concepts and Quantitative Reasoning Approved Cal-GETC Area(s) Status Details CA2X Cal-GETC Area 2 - Mathematics/Quantitative Reasoning Approved C-ID Area(s) Status Details SOCI Sociology Approved C-ID SOCI 125 Units and Hours Summary Minimum Credit Units 4.0 Maximum Credit Units 4.0 Weekly Student Hours Type In Class Out of Class Lecture Hours 4.0 8.0 Laboratory Hours 0.0 0.0 Course Student Hours Course Duration (Weeks) 12.0 Hours per unit divisor 36.0 Course In-Class (Contact) Hours Lecture 48.0 Laboratory 0.0 Total 48.0 Course Out-of-Class Hours Lecture 96.0 Laboratory 0.0 NA 0.0 Total 96.0",PSYC 2,Introduction to Psychological Statistics,"An introduction to elementary statistical principles and techniques relevant to psychological research. Topics covered include basic parametric and nonparametric statistics, analysis of variance, and simple factorial designs. This course is"
556,PSYC 3 An Introduction to Cognitive Psychology,"This course provides an overview of theory and research in Cognitive Psychology. Topics related to cognition including perception, language acquisition, and development, reasoning and decision-making, attention, and learning and memory will be investigated and applied. Faculty Requirements Course Family Not Applicable Course Justification This course meets a general education requirement for De Anza and Cal-GETC. This course is CSU and UC transferable. It belongs on the ADT in Psychology. This course introduces students to the field of Cognitive Psychology and will help prepare students who seek to transfer in Psychology as well as Cognitive Science. Foothill Equivalency Does the course have a Foothill equivalent? No Foothill Course ID Course Philosophy Formerly Statement Course Development Options Basic Skill Status (CB08) Course is not a basic skills course. Grade Options Letter Grade Pass/No Pass Repeat Limit 0 Transferability & Gen. Ed. Options Transferability Transferable to both UC and CSU De Anza GE Area(s) Status Details 2G4X De Anza GE Area 4 - Social and Behavioral Sciences Approved Cal-GETC Area(s) Status Details CA4X Cal-GETC Area 4 - Social and Behavioral Sciences Approved Units and Hours Summary Minimum Credit Units 4.0 Maximum Credit Units 4.0 Weekly Student Hours Type In Class Out of Class Lecture Hours 4.0 8.0 Laboratory Hours 0.0 0.0 Course Student Hours Course Duration (Weeks) 12.0 Hours per unit divisor 36.0 Course In-Class (Contact) Hours Lecture 48.0 Laboratory 0.0 Total 48.0 Course Out-of-Class Hours Lecture 96.0 Laboratory 0.0 NA 0.0 Total 96.0",PSYC 20,Cognition: Fundamental Theories,"Introduces basic concepts in cognitive psychology with a focus on theoretical explanations of cognitive functioning. Topics include perception, attention, memory, concepts, language, visual cognition, executive functions, and reasoning processes. (Formerly course 20A.)"
557,DANC 22 Body Awareness and Conditioning for Dancers,"This course will teach students the principles of dance and conditioning through floor work derived from ballet, contemporary dance, and other psycho-physical disciplines. Topics may include body mechanics, muscle groups critical to dance, flexibility, alignment, self-assessment, dance injury prevention, and strengthening the mind-body connection. Faculty Requirements Course Family FD - Ballet and Conditioning Course Justification This course is UC and CSU transferable. It belongs on the Liberal Arts A.A. degree. This course meets a general education requirement for De Anza. It is the basic level of dance awareness and kinesiology. Foothill Equivalency Does the course have a Foothill equivalent? No Foothill Course ID Course Philosophy Formerly Statement Course Development Options Basic Skill Status (CB08) Course is not a basic skills course. Grade Options Letter Grade Pass/No Pass Repeat Limit 0 Transferability & Gen. Ed. Options Transferability Transferable to both UC and CSU De Anza GE Area(s) Status Details 2G7A De Anza GE Area 7A - Phsical/Mental Wellness Approved Units and Hours Summary Minimum Credit Units 1.0 Maximum Credit Units 1.0 Weekly Student Hours Type In Class Out of Class Lecture Hours 0.0 0.0 Laboratory Hours 3.0 0.0 Course Student Hours Course Duration (Weeks) 12.0 Hours per unit divisor 36.0 Course In-Class (Contact) Hours Lecture 0.0 Laboratory 36.0 Total 36.0 Course Out-of-Class Hours Lecture 0.0 Laboratory 0.0 NA 0.0 Total 0.0",THEA 30,Introduction to Dance Theory and Technique,"Intensive instruction in developing the dancer's mind/body, with introduction to movement theory and practice."
558,DANC 22K Theory and Technique of Ballet I,"This course is an introduction to the study and practice of the discipline and creative art of classical ballet, focusing on the development of basic movement theory and techniques, including ballet barre and basic center floor exercises. Faculty Requirements Discipline 1 [Dance] FSA [FHDA FSA - DANCE] Course Family FD - Ballet and Conditioning Course Justification This course meets a general education requirement for De Anza and is UC and CSU transferable. It belongs on the Liberal Arts A.A. (Arts and Letters Emphasis). This is the first course in basic ballet technique to introduce students to this classic dance form. Foothill Equivalency Does the course have a Foothill equivalent? No Foothill Course ID Course Philosophy Course Philosophy The courses in the Dance/Theatre Department are dedicated to making the connections between the physical, psychological, and mental health of our students, and their individual self expression. Formerly Statement Course Development Options Basic Skill Status (CB08) Course is not a basic skills course. Grade Options Letter Grade Pass/No Pass Repeat Limit 0 Transferability & Gen. Ed. Options Transferability Transferable to both UC and CSU De Anza GE Area(s) Status Details 2G7A De Anza GE Area 7A - Phsical/Mental Wellness Approved Units and Hours Summary Minimum Credit Units 1.0 Maximum Credit Units 1.0 Weekly Student Hours Type In Class Out of Class Lecture Hours 0.0 0.0 Laboratory Hours 3.0 0.0 Course Student Hours Course Duration (Weeks) 12.0 Hours per unit divisor 36.0 Course In-Class (Contact) Hours Lecture 0.0 Laboratory 36.0 Total 36.0 Course Out-of-Class Hours Lecture 0.0 Laboratory 0.0 NA 0.0 Total 0.0",THEA 30,Introduction to Dance Theory and Technique,"Intensive instruction in developing the dancer's mind/body, with introduction to movement theory and practice."
559,DANC 23A Theory and Technique of Contemporary (Modern) Dance I,"This course introduces students to the discipline and creative art of contemporary (modern) dance. Students will be instructed and trained in the basic principles of contemporary (modern) dance technique. Faculty Requirements Discipline 1 [Dance] FSA [FHDA FSA - DANCE] Course Family FD - Dance Technique Course Justification This course meets a general education requirement for De Anza. It belongs on the Liberal Arts A.A. (Arts and Letters emphasis). This is the first course in basic contemporary dance technique and theory as an introduction to this dance form. Foothill Equivalency Does the course have a Foothill equivalent? No Foothill Course ID Course Philosophy Course Philosophy The courses in the Dance/Theatre Department are dedicated to making the connections between the physical, psychological, and mental health of our students, and their individual self expression. Formerly Statement Course Development Options Basic Skill Status (CB08) Course is not a basic skills course. Grade Options Letter Grade Pass/No Pass Repeat Limit 0 Transferability & Gen. Ed. Options Transferability Transferable to both UC and CSU De Anza GE Area(s) Status Details 2G7A De Anza GE Area 7A - Phsical/Mental Wellness Approved Units and Hours Summary Minimum Credit Units 1.0 Maximum Credit Units 1.0 Weekly Student Hours Type In Class Out of Class Lecture Hours 0.0 0.0 Laboratory Hours 3.0 0.0 Course Student Hours Course Duration (Weeks) 12.0 Hours per unit divisor 36.0 Course In-Class (Contact) Hours Lecture 0.0 Laboratory 36.0 Total 36.0 Course Out-of-Class Hours Lecture 0.0 Laboratory 0.0 NA 0.0 Total 0.0",THEA 30,Introduction to Dance Theory and Technique,"Intensive instruction in developing the dancer's mind/body, with introduction to movement theory and practice."
560,DANC 37C Theory and Technique of Jazz Dance III,"This dance course continues the study and practice of the discipline and creative art of jazz dance. Focus will be on training in the intermediate principles of jazz technique, theory, practice, vocabulary and conditioning (to increase functional range of motion and core muscular strength) at an intermediate level, a continuation of exploring the choreographic elements of time, space, shape and energy, along with exposure to the history of major international influences, jazz dance artists, and their works. Faculty Requirements Discipline 1 [Dance] FSA [FHDA FSA - DANCE] Course Family FD - Dance Technique Course Justification This course meets a general education requirement for De Anza and belongs on the Liberal Arts A.A. (Arts and Letters emphasis). It offers additional jazz dance techniques that develop student skills at an advanced level. Foothill Equivalency Does the course have a Foothill equivalent? No Foothill Course ID Course Philosophy Course Philosophy The courses in the Dance/Theatre Department are dedicated to making the connections between the physical, psychological, and mental health of our students, and their individual self expression. Formerly Statement Course Development Options Basic Skill Status (CB08) Course is not a basic skills course. Grade Options Letter Grade Pass/No Pass Repeat Limit 0 Transferability & Gen. Ed. Options Transferability Transferable to both UC and CSU De Anza GE Area(s) Status Details 2G7A De Anza GE Area 7A - Phsical/Mental Wellness Approved Units and Hours Summary Minimum Credit Units 1.0 Maximum Credit Units 1.0 Weekly Student Hours Type In Class Out of Class Lecture Hours 0.0 0.0 Laboratory Hours 3.0 0.0 Course Student Hours Course Duration (Weeks) 12.0 Hours per unit divisor 36.0 Course In-Class (Contact) Hours Lecture 0.0 Laboratory 36.0 Total 36.0 Course Out-of-Class Hours Lecture 0.0 Laboratory 0.0 NA 0.0 Total 0.0",THEA 30,Introduction to Dance Theory and Technique,"Intensive instruction in developing the dancer's mind/body, with introduction to movement theory and practice."
561,DANC 24A Theory and Technique of Social Dance I,"Introduction to the discipline and creative art of social dance. Exposure to basic forms of social dance in a ballroom context. Developing a working vocabulary of traditional social dance movements and an understanding of the cultural and historical contexts that produced specific dance styles. Faculty Requirements Course Family FD - Social/Cultural Dance Course Justification This course meets a general education requirement for De Anza. It is UC and CSU transferable. It belongs on the Liberal Arts A.A. (Arts and Letters Emphasis). This is the first course in basic social dance technique to introduce students to the dance form. Foothill Equivalency Does the course have a Foothill equivalent? No Foothill Course ID Course Philosophy Course Philosophy The courses in the Dance department are dedicated to making the connections between the physical, psychological, and mental health of our students, and their individual self expression. Formerly Statement Course Development Options Basic Skill Status (CB08) Course is not a basic skills course. Grade Options Letter Grade Pass/No Pass Repeat Limit 0 Transferability & Gen. Ed. Options Transferability Transferable to both UC and CSU De Anza GE Area(s) Status Details 2G7A De Anza GE Area 7A - Phsical/Mental Wellness Approved Units and Hours Summary Minimum Credit Units 1.0 Maximum Credit Units 1.0 Weekly Student Hours Type In Class Out of Class Lecture Hours 0.0 0.0 Laboratory Hours 3.0 0.0 Course Student Hours Course Duration (Weeks) 12.0 Hours per unit divisor 36.0 Course In-Class (Contact) Hours Lecture 0.0 Laboratory 36.0 Total 36.0 Course Out-of-Class Hours Lecture 0.0 Laboratory 0.0 NA 0.0 Total 0.0",THEA 30,Introduction to Dance Theory and Technique,"Intensive instruction in developing the dancer's mind/body, with introduction to movement theory and practice."
562,DANC 23L Theory and Technique of Hip-Hop I (Popular American Dance),"This course is an introduction to the discipline of creative arts through hip-hop dance with an integrated fitness approach that focuses on developing the stabilization muscles in the center of the body. Students will concentrate on muscles of the torso, back, hips, inner and outer thighs, while the chest and abdominals will be used in conjunction with breathing, posture, and muscle awareness. Students will also be exposed to the great works and artists in the field and develop a working hip-hop dance vocabulary, as the course explores the theory and practice of basic hip-hop techniques. Faculty Requirements Course Family FD - Social/Cultural Dance Course Justification The course is CSU and UC transferable and meets GE requirements for De Anza. Students will learn dance technique as well as perform in the Visual and Performing Arts Center. Foothill Equivalency Does the course have a Foothill equivalent? No Foothill Course ID Course Philosophy Formerly Statement Course Development Options Basic Skill Status (CB08) Course is not a basic skills course. Grade Options Letter Grade Pass/No Pass Repeat Limit 0 Transferability & Gen. Ed. Options Transferability Transferable to both UC and CSU De Anza GE Area(s) Status Details 2G7A De Anza GE Area 7A - Phsical/Mental Wellness Approved Units and Hours Summary Minimum Credit Units 1.0 Maximum Credit Units 1.0 Weekly Student Hours Type In Class Out of Class Lecture Hours 0.0 0.0 Laboratory Hours 3.0 0.0 Course Student Hours Course Duration (Weeks) 12.0 Hours per unit divisor 36.0 Course In-Class (Contact) Hours Lecture 0.0 Laboratory 36.0 Total 36.0 Course Out-of-Class Hours Lecture 0.0 Laboratory 0.0 NA 0.0 Total 0.0",THEA 30,Introduction to Dance Theory and Technique,"Intensive instruction in developing the dancer's mind/body, with introduction to movement theory and practice."
563,DANC 22L Theory and Technique of Ballet II,"This course is a continuation of the study and practice of the discipline and creative art of classical ballet, focusing on elementary movement theory and techniques, including developing elementary skills at the barre, center floor exercises, and an introduction to ballet combinations that travel ""across the floor."" Faculty Requirements Discipline 1 [Dance] FSA [FHDA FSA - DANCE] Course Family FD - Ballet and Conditioning Course Justification This course meets a general education requirement for De Anza and is UC and CSU transferable. It belongs on the Liberal Arts A.A. (Arts and Letters Emphasis). This is an introductory course building on basic ballet techniques to further train students in the vocabulary and technique of this classic dance form. Foothill Equivalency Does the course have a Foothill equivalent? No Foothill Course ID Course Philosophy Course Philosophy The courses in the Dance/Theatre Department are dedicated to making the connections between the physical, psychological, and mental health of our students, and their individual self expression. Formerly Statement Course Development Options Basic Skill Status (CB08) Course is not a basic skills course. Grade Options Letter Grade Pass/No Pass Repeat Limit 0 Transferability & Gen. Ed. Options Transferability Transferable to both UC and CSU De Anza GE Area(s) Status Details 2G7A De Anza GE Area 7A - Phsical/Mental Wellness Approved Units and Hours Summary Minimum Credit Units 1.0 Maximum Credit Units 1.0 Weekly Student Hours Type In Class Out of Class Lecture Hours 0.0 0.0 Laboratory Hours 3.0 0.0 Course Student Hours Course Duration (Weeks) 12.0 Hours per unit divisor 36.0 Course In-Class (Contact) Hours Lecture 0.0 Laboratory 36.0 Total 36.0 Course Out-of-Class Hours Lecture 0.0 Laboratory 0.0 NA 0.0 Total 0.0",THEA 30,Introduction to Dance Theory and Technique,"Intensive instruction in developing the dancer's mind/body, with introduction to movement theory and practice."
564,DANC 24C Theory and Technique of Social Dance III,"The art of social dance at an advanced level. Expanded exposure to basic forms of social dance in a ballroom context. Developing a working vocabulary of traditional social dance movements and an understanding of the cultural and historical contexts that produced specific dance styles. Faculty Requirements Course Family FD - Social/Cultural Dance Course Justification This course meets a general education requirement for De Anza. It is UC and CSU transferable. It belongs on the Liberal Arts A.A. (Arts and Letters Emphasis). This is the third course in the series to introduce students to the more difficult social forms at an intermediate level. Foothill Equivalency Does the course have a Foothill equivalent? No Foothill Course ID Course Philosophy Course Philosophy The courses in the Dance department are dedicated to making the connections between the physical, psychological, and mental health of our students, and their individual self expression. Formerly Statement Course Development Options Basic Skill Status (CB08) Course is not a basic skills course. Grade Options Letter Grade Pass/No Pass Repeat Limit 0 Transferability & Gen. Ed. Options Transferability Transferable to both UC and CSU De Anza GE Area(s) Status Details 2G7A De Anza GE Area 7A - Phsical/Mental Wellness Approved Units and Hours Summary Minimum Credit Units 1.0 Maximum Credit Units 1.0 Weekly Student Hours Type In Class Out of Class Lecture Hours 0.0 0.0 Laboratory Hours 3.0 0.0 Course Student Hours Course Duration (Weeks) 12.0 Hours per unit divisor 36.0 Course In-Class (Contact) Hours Lecture 0.0 Laboratory 36.0 Total 36.0 Course Out-of-Class Hours Lecture 0.0 Laboratory 0.0 NA 0.0 Total 0.0",THEA 30,Introduction to Dance Theory and Technique,"Intensive instruction in developing the dancer's mind/body, with introduction to movement theory and practice."
565,DANC 24B Theory and Technique of Social Dance II,"Study of the discipline and creative art of social dance, part two. Exposure to basic forms of social dance in a ballroom context. Developing a working vocabulary of traditional social dance movements and an understanding of the cultural and historical contexts that produced the specific dances. Faculty Requirements Course Family FD - Social/Cultural Dance Course Justification This course meets a general education requirement for De Anza. It is UC and CSU transferable. It belongs on the Liberal Arts A.A. (Arts and Letters Emphasis). This is the second course in the series to strengthen students performance of social dance skills. Foothill Equivalency Does the course have a Foothill equivalent? No Foothill Course ID Course Philosophy Course Philosophy The courses in the Dance department are dedicated to making the connections between the physical, psychological, and mental health of our students, and their individual self expression. Formerly Statement Course Development Options Basic Skill Status (CB08) Course is not a basic skills course. Grade Options Letter Grade Pass/No Pass Repeat Limit 0 Transferability & Gen. Ed. Options Transferability Transferable to both UC and CSU De Anza GE Area(s) Status Details 2G7A De Anza GE Area 7A - Phsical/Mental Wellness Approved Units and Hours Summary Minimum Credit Units 1.0 Maximum Credit Units 1.0 Weekly Student Hours Type In Class Out of Class Lecture Hours 0.0 0.0 Laboratory Hours 3.0 0.0 Course Student Hours Course Duration (Weeks) 12.0 Hours per unit divisor 36.0 Course In-Class (Contact) Hours Lecture 0.0 Laboratory 36.0 Total 36.0 Course Out-of-Class Hours Lecture 0.0 Laboratory 0.0 NA 0.0 Total 0.0",THEA 30,Introduction to Dance Theory and Technique,"Intensive instruction in developing the dancer's mind/body, with introduction to movement theory and practice."
566,"DANC 27C Popular Dance (Jazz, Hip Hop) Workshop (Student Productions)","This course is an introduction to the popular dance (jazz and hip-hop) techniques of production and performance. Faculty Requirements Course Family FD - Dance Performance Course Justification This course is UC and CSU transferable. It belongs on the Liberal Arts A.A. degree. This course provides students with popular dance (jazz, hip-hop) production and performance techniques. Foothill Equivalency Does the course have a Foothill equivalent? No Foothill Course ID Course Philosophy Formerly Statement Course Development Options Basic Skill Status (CB08) Course is not a basic skills course. Grade Options Letter Grade Pass/No Pass Repeat Limit 0 Transferability & Gen. Ed. Options Transferability Transferable to both UC and CSU Units and Hours Summary Minimum Credit Units 2.0 Maximum Credit Units 2.0 Weekly Student Hours Type In Class Out of Class Lecture Hours 0.0 0.0 Laboratory Hours 6.0 0.0 Course Student Hours Course Duration (Weeks) 12.0 Hours per unit divisor 36.0 Course In-Class (Contact) Hours Lecture 0.0 Laboratory 72.0 Total 72.0 Course Out-of-Class Hours Lecture 0.0 Laboratory 0.0 NA 0.0 Total 0.0",THEA 30,Introduction to Dance Theory and Technique,"Intensive instruction in developing the dancer's mind/body, with introduction to movement theory and practice."
567,DANC 23C Theory and Technique of Contemporary (Modern) Dance III,"This dance course continues the study and practice of the discipline and creative art of contemporary (modern) dance, focusing on practice, theory of technique, and movement explorations of time, space, and energy. It also develops a working intermediate dance vocabulary of movement. Faculty Requirements Discipline 1 [Dance] FSA [FHDA FSA - DANCE] Course Family FD - Dance Technique Course Justification This course meets a general education requirement for De Anza and belongs on the Liberal Arts A.A. (Arts and Letters emphasis). It offers advanced contemporary dance techniques that develop student skills. Foothill Equivalency Does the course have a Foothill equivalent? No Foothill Course ID Course Philosophy Course Philosophy The courses in the Dance/Theatre Department are dedicated to making the connections between the physical, psychological, and mental health of our students, and their individual self expression. Formerly Statement Course Development Options Basic Skill Status (CB08) Course is not a basic skills course. Grade Options Letter Grade Pass/No Pass Repeat Limit 0 Transferability & Gen. Ed. Options Transferability Transferable to both UC and CSU De Anza GE Area(s) Status Details 2G7A De Anza GE Area 7A - Phsical/Mental Wellness Approved Units and Hours Summary Minimum Credit Units 1.0 Maximum Credit Units 1.0 Weekly Student Hours Type In Class Out of Class Lecture Hours 0.0 0.0 Laboratory Hours 3.0 0.0 Course Student Hours Course Duration (Weeks) 12.0 Hours per unit divisor 36.0 Course In-Class (Contact) Hours Lecture 0.0 Laboratory 36.0 Total 36.0 Course Out-of-Class Hours Lecture 0.0 Laboratory 0.0 NA 0.0 Total 0.0",THEA 30,Introduction to Dance Theory and Technique,"Intensive instruction in developing the dancer's mind/body, with introduction to movement theory and practice."
568,DANC 37B Theory and Technique of Jazz Dance II,"This dance course continues the study and practice of the discipline and creative art of jazz dance. Focus will be on the elementary principles of technique, theory, practice, and conditioning (to increase functional range of motion and core muscular strength) at an elementary level, along with exploring the choreographic elements of time, space and energy, in addition to exposure to the history of major international influences, jazz dance artists, and their works. Faculty Requirements Discipline 1 [Dance] FSA [FHDA FSA - DANCE] Course Family FD - Dance Technique Course Justification This course meets a general education requirement for De Anza and belongs on the Liberal Arts A.A. (Arts and Letters emphasis). It offers intermediate jazz dance techniques that develop student skills. Foothill Equivalency Does the course have a Foothill equivalent? No Foothill Course ID Course Philosophy Course Philosophy These course in the Dance/Theatre Department is dedicated to making the connections between the physical, psychological, and mental health of our students, and their individual self expression at an intermediate level. Formerly Statement Course Development Options Basic Skill Status (CB08) Course is not a basic skills course. Grade Options Letter Grade Pass/No Pass Repeat Limit 0 Transferability & Gen. Ed. Options Transferability Transferable to both UC and CSU De Anza GE Area(s) Status Details 2G7A De Anza GE Area 7A - Phsical/Mental Wellness Approved Units and Hours Summary Minimum Credit Units 1.0 Maximum Credit Units 1.0 Weekly Student Hours Type In Class Out of Class Lecture Hours 0.0 0.0 Laboratory Hours 3.0 0.0 Course Student Hours Course Duration (Weeks) 12.0 Hours per unit divisor 36.0 Course In-Class (Contact) Hours Lecture 0.0 Laboratory 36.0 Total 36.0 Course Out-of-Class Hours Lecture 0.0 Laboratory 0.0 NA 0.0 Total 0.0",THEA 30,Introduction to Dance Theory and Technique,"Intensive instruction in developing the dancer's mind/body, with introduction to movement theory and practice."
569,DANC 23B Theory and Technique of Contemporary (Modern) Dance II,"This dance course continues the study and practice of the discipline and creative art of contemporary (modern) dance, focusing on practice, theory, elementary principles of technique, and movement explorations of time, space, and energy. Faculty Requirements Discipline 1 [Dance] FSA [FHDA FSA - DANCE] Course Family FD - Dance Technique Course Justification This course meets a general education requirement for De Anza. It belongs on the Liberal Arts A.A. (Arts and Letters emphasis). It offers elementary levels of contemporary (modern) dance techniques that develop student skills. Foothill Equivalency Does the course have a Foothill equivalent? No Foothill Course ID Course Philosophy Course Philosophy The courses in the Dance/Theatre Department are dedicated to making the connections between the physical, psychological, and mental health of our students, and their individual self expression. Formerly Statement Course Development Options Basic Skill Status (CB08) Course is not a basic skills course. Grade Options Letter Grade Pass/No Pass Repeat Limit 0 Transferability & Gen. Ed. Options Transferability Transferable to both UC and CSU De Anza GE Area(s) Status Details 2G7A De Anza GE Area 7A - Phsical/Mental Wellness Approved Units and Hours Summary Minimum Credit Units 1.0 Maximum Credit Units 1.0 Weekly Student Hours Type In Class Out of Class Lecture Hours 0.0 0.0 Laboratory Hours 3.0 0.0 Course Student Hours Course Duration (Weeks) 12.0 Hours per unit divisor 36.0 Course In-Class (Contact) Hours Lecture 0.0 Laboratory 36.0 Total 36.0 Course Out-of-Class Hours Lecture 0.0 Laboratory 0.0 NA 0.0 Total 0.0",THEA 30,Introduction to Dance Theory and Technique,"Intensive instruction in developing the dancer's mind/body, with introduction to movement theory and practice."
570,DANC 37A Theory and Technique of Jazz Dance I,"This dance course introduces the discipline and creative art of jazz dance, focusing on basic principles of technique, theory, practice, conditioning, development of a working vocabulary, and exposure to the history of major American jazz artists, and their works. Faculty Requirements Discipline 1 [Dance] FSA [FHDA FSA - DANCE] Course Family FD - Dance Technique Course Justification This course meets a general education requirement for De Anza and belongs on the Liberal Arts A.A. (Arts and Letters emphasis). It is the first course in elementary jazz dance technique to introduce students to the dance form. Foothill Equivalency Does the course have a Foothill equivalent? No Foothill Course ID Course Philosophy Course Philosophy The courses in the Dance/Theatre Department are dedicated to making the connections between the physical, psychological, and mental health of our students, and their individual self expression. Formerly Statement Course Development Options Basic Skill Status (CB08) Course is not a basic skills course. Grade Options Letter Grade Pass/No Pass Repeat Limit 0 Transferability & Gen. Ed. Options Transferability Transferable to both UC and CSU De Anza GE Area(s) Status Details 2G7A De Anza GE Area 7A - Phsical/Mental Wellness Approved Units and Hours Summary Minimum Credit Units 1.0 Maximum Credit Units 1.0 Weekly Student Hours Type In Class Out of Class Lecture Hours 0.0 0.0 Laboratory Hours 3.0 0.0 Course Student Hours Course Duration (Weeks) 12.0 Hours per unit divisor 36.0 Course In-Class (Contact) Hours Lecture 0.0 Laboratory 36.0 Total 36.0 Course Out-of-Class Hours Lecture 0.0 Laboratory 0.0 NA 0.0 Total 0.0",THEA 30,Introduction to Dance Theory and Technique,"Intensive instruction in developing the dancer's mind/body, with introduction to movement theory and practice."
571,DANC 27A Ballet Workshop (Student Productions),This course is an introduction to the ballet techniques of production and performance. Faculty Requirements Course Family FD - Dance Performance Course Justification This course is UC and CSU transferable. It belongs on the Liberal Arts A.A. degree. It is the basic level of ballet performance. Foothill Equivalency Does the course have a Foothill equivalent? No Foothill Course ID Course Philosophy Formerly Statement Course Development Options Basic Skill Status (CB08) Course is not a basic skills course. Grade Options Letter Grade Pass/No Pass Repeat Limit 0 Transferability & Gen. Ed. Options Transferability Transferable to both UC and CSU Units and Hours Summary Minimum Credit Units 2.0 Maximum Credit Units 2.0 Weekly Student Hours Type In Class Out of Class Lecture Hours 0.0 0.0 Laboratory Hours 6.0 0.0 Course Student Hours Course Duration (Weeks) 12.0 Hours per unit divisor 36.0 Course In-Class (Contact) Hours Lecture 0.0 Laboratory 72.0 Total 72.0 Course Out-of-Class Hours Lecture 0.0 Laboratory 0.0 NA 0.0 Total 0.0,THEA 30,Introduction to Dance Theory and Technique,"Intensive instruction in developing the dancer's mind/body, with introduction to movement theory and practice."
572,DANC 23N Theory and Technique of Hip-Hop III (Popular American Dance III),"This course explores the discipline of creative arts through the theory and practice of hip-hop dance advanced level technique, with an integrated fitness approach that focuses on developing the stabilization muscles of the center of the body. Concentration will be on muscles of the torso, back, hips, inner and outer thighs, chest and abdominal muscles will be used in conjunction with breathing, posture, and muscle awareness. The course includes exposure to great works and multicultural artists of the field and development of a working hip-hop dance vocabulary and performance skills. Faculty Requirements Course Family FD - Social/Cultural Dance Course Justification This course is CSU and UC transferable and meets a general education requirement for De Anza. This course provides advanced techniques in Hip-hop dance and advanced choreography for the quarterly dance production. It grew out of increasing student demand for more on Hip-hop dance this subject than was currently being covered in our beginning hip-hop dance courses. Foothill Equivalency Does the course have a Foothill equivalent? No Foothill Course ID Course Philosophy Formerly Statement Course Development Options Basic Skill Status (CB08) Course is not a basic skills course. Grade Options Letter Grade Pass/No Pass Repeat Limit 0 Transferability & Gen. Ed. Options Transferability Transferable to both UC and CSU De Anza GE Area(s) Status Details 2G7A De Anza GE Area 7A - Phsical/Mental Wellness Approved Units and Hours Summary Minimum Credit Units 1.0 Maximum Credit Units 1.0 Weekly Student Hours Type In Class Out of Class Lecture Hours 0.0 0.0 Laboratory Hours 3.0 0.0 Course Student Hours Course Duration (Weeks) 12.0 Hours per unit divisor 36.0 Course In-Class (Contact) Hours Lecture 0.0 Laboratory 36.0 Total 36.0 Course Out-of-Class Hours Lecture 0.0 Laboratory 0.0 NA 0.0 Total 0.0",THEA 30,Introduction to Dance Theory and Technique,"Intensive instruction in developing the dancer's mind/body, with introduction to movement theory and practice."
573,DANC 27B Contemporary Modern Dance Workshop (Student Productions),This course is an introduction to the contemporary dance techniques of production and performance. Faculty Requirements Course Family FD - Dance Performance Course Justification This course is UC and CSU transferable. It belongs on the Liberal Arts A.A. degree. This course provides students with contemporary dance production and performance techniques. Foothill Equivalency Does the course have a Foothill equivalent? No Foothill Course ID Course Philosophy Formerly Statement Course Development Options Basic Skill Status (CB08) Course is not a basic skills course. Grade Options Letter Grade Pass/No Pass Repeat Limit 0 Transferability & Gen. Ed. Options Transferability Transferable to both UC and CSU Units and Hours Summary Minimum Credit Units 2.0 Maximum Credit Units 2.0 Weekly Student Hours Type In Class Out of Class Lecture Hours 0.0 0.0 Laboratory Hours 6.0 0.0 Course Student Hours Course Duration (Weeks) 12.0 Hours per unit divisor 36.0 Course In-Class (Contact) Hours Lecture 0.0 Laboratory 72.0 Total 72.0 Course Out-of-Class Hours Lecture 0.0 Laboratory 0.0 NA 0.0 Total 0.0,THEA 30,Introduction to Dance Theory and Technique,"Intensive instruction in developing the dancer's mind/body, with introduction to movement theory and practice."
